,ref,year,var,question
498,E0022829,XRND,2008 EMPLOYMENT: TOTAL HOURS WORKED WEEK 29,EMP_HOURS_200829
499,E0022830,XRND,2008 EMPLOYMENT: TOTAL HOURS WORKED WEEK 30,EMP_HOURS_200830
500,R0000100,1997,"PUBID, YOUTH CASE IDENTIFICATION CODE",PUBID
501,R0489900,1997,R RECEIVE INCOME FROM JOB IN PAST YEAR?,YINC-1400
502,R0490000,1997,"INCOME IN WAGES, SALARY, TIPS FROM REGULAR OR ODD JOBS?",YINC-1500
503,R0490100,1997,R RECEIVE INCOME? (REFUSED),YINC-1600
504,R0490200,1997,TOTAL INCOME FROM WAGES AND SALARY IN PAST YEAR,YINC-1700
505,R0490300,1997,"EST INCOME FROM WAGES, SALARY, TIPS IN PAST YEAR",YINC-1800
506,R0490900,1997,SPOUSE RECEIVE ANY INCOME FROM A JOB IN PAST YEAR?,YINC-2400
507,R0491100,1997,SPOUSES TOTAL INCOME FROM WAGES AND SALARY PAST YEAR,YINC-2600
508,R0491200,1997,EST SPOUSES TOTAL INCOME FROM WAGES AND SALARY PAST YEAR,YINC-2700
509,R0536300,1997,"KEY!SEX, RS GENDER (SYMBOL)",KEY!SEX
510,R0536401,1997,"KEY!BDATE, RS BIRTHDATE MONTH/YEAR (SYMBOL)",KEY!BDATE_M
511,R0536402,1997,"KEY!BDATE, RS BIRTHDATE MONTH/YEAR (SYMBOL)",KEY!BDATE_Y
512,R0609500,1997,PR RECEIVE INCOME FROM JOB LAST YEAR?,P5-010
513,R0609600,1997,PRS INCOME FROM REGULAR OR ODD JOBS?,P5-011
514,R0609700,1997,PR RECEIVE INCOME? (PR REFUSED ANSWER),P5-012
515,R0609800,1997,TOTAL INCOME FROM PRS WAGES AND SALARY LAST YEAR (TRUNC),P5-016
516,R0609900,1997,EST TOTAL INCOME FROM PRS WAGES AND SALARY IN LAST YEAR,P5-017
517,R0610400,1997,PRS SPOUSE RECEIVE INCOME FROM JOB LAST YEAR?,P5-022
518,R0610500,1997,TOTAL INCOME PRS SPOUSE FROM WAGES AND SALARY LAST YEAR (TRUNC),P5-028
519,R0610600,1997,EST TOTAL INCOME PRS SPOUSE FROM WAGES AND SALARY IN LAST YEAR,P5-029
520,R0688100,1997,R RECEIVE INCOME FROM JOB LAST YEAR?,PC10-026
521,R0688200,1997,RS TOTAL INCOME FROM WAGES AND SALARY LAST YEAR,PC10-027
522,R0688300,1997,RS EST INCOME FROM WAGES AND SALARY LAST YEAR,PC10-028
523,R1201500,1997,RS EMPLOYMENT STATUS RECODE,CV_ESR
524,R1201600,1997,RS EMPLOYMENT STATUS RECODE COLLAPSED,CV_ESR_COLLAPSED
525,R1204500,1997,GROSS HH INCOME IN PAST YEAR,CV_INCOME_GROSS_YR
526,R1204600,1997,HOUSEHOLD INCOME FROM PARENT OR R,CV_HH_INCOME_SOURCE
527,R1209101,1997,HOURS WORKED PER WEEK AT JOB 01,CV_HRS_PER_WEEK01
528,R1209102,1997,HOURS WORKED PER WEEK AT JOB 02,CV_HRS_PER_WEEK02
529,R1209103,1997,HOURS WORKED PER WEEK AT JOB 03,CV_HRS_PER_WEEK03
530,R1209104,1997,HOURS WORKED PER WEEK AT JOB 04,CV_HRS_PER_WEEK04
531,R1209105,1997,HOURS WORKED PER WEEK AT JOB 05,CV_HRS_PER_WEEK05
532,R1209106,1997,HOURS WORKED PER WEEK AT JOB 06,CV_HRS_PER_WEEK06
533,R1209107,1997,HOURS WORKED PER WEEK AT JOB 07,CV_HRS_PER_WEEK07
534,R1210200,1997,RS MARITAL/COHABIT STATUS,CV_MARSTAT
535,R1211100,1997,# BIO CHILDREN R HAS IN HOUSEHOLD,CV_BIO_CHILD_HH
536,R1235800,1997,SAMPLE TYPE,CROSS-SECTIONAL OR OVERSAMPLE
537,R1236100,1997,ROUND 1 SAMPLING WEIGHT,SAMPLING_WEIGHT
538,R1236101,1997,ROUND 1 SAMPLING WEIGHT CUMULATIVE CASES METHOD,SAMPLING_WEIGHT_CC
539,R1236201,1997,ROUND 1 SAMPLING WEIGHT PANEL METHOD,SAMPLING_PANEL_WEIGHT
540,R1482600,1997,"KEY!RACE_ETHNICITY, COMBINED RACE AND ETHNICITY (SYMBOL)",KEY!RACE_ETHNICITY
541,R2340900,1998,R RECEIVE INCOME FROM JOB IN PAST YEAR?,YINC-1400
542,R2341000,1998,"INCOME IN WAGES, SALARY, TIPS FROM REGULAR OR ODD JOBS?",YINC-1500
543,R2341100,1998,R RECEIVE INCOME? (REFUSE),YINC-1600
544,R2341200,1998,TOTAL INCOME FROM WAGES AND SALARY IN PAST YEAR,YINC-1700
545,R2341300,1998,ESTIMATED INCOME FROM WAGES AND SALARY IN PAST YEAR,YINC-1800
546,R2341900,1998,SPOUSE RECEIVE ANY INCOME FROM A JOB IN PAST YEAR?,YINC-2400
547,R2342100,1998,SPOUSES TOTAL INCOME FROM WAGES AND SALARY PAST YEAR,YINC-2600
548,R2342200,1998,ESTIMATED SPOUSES TOTAL INCOME FROM WAGES AND SALARY PAST YEAR,YINC-2700
549,R2399400,1998,AMOUNT OF PARENTS OWN INCOME 1997,HIU-2
550,R2469000,1998,"YEMP, IS EMPLOYER 01 A MILITARY EMPLOYER (ROS ITEM)",YEMP_MILFLAG01
551,R2469100,1998,"YEMP, IS EMPLOYER 02 A MILITARY EMPLOYER (ROS ITEM)",YEMP_MILFLAG02
552,R2469200,1998,"YEMP, IS EMPLOYER 03 A MILITARY EMPLOYER (ROS ITEM)",YEMP_MILFLAG03
553,R2469300,1998,"YEMP, IS EMPLOYER 04 A MILITARY EMPLOYER (ROS ITEM)",YEMP_MILFLAG04
554,R2469400,1998,"YEMP, IS EMPLOYER 05 A MILITARY EMPLOYER (ROS ITEM)",YEMP_MILFLAG05
555,R2469500,1998,"YEMP, IS EMPLOYER 06 A MILITARY EMPLOYER (ROS ITEM)",YEMP_MILFLAG06
556,R2469600,1998,"YEMP, IS EMPLOYER 07 A MILITARY EMPLOYER (ROS ITEM)",YEMP_MILFLAG07
557,R2469700,1998,"YEMP, IS EMPLOYER 08 A MILITARY EMPLOYER (ROS ITEM)",YEMP_MILFLAG08
558,R2469800,1998,"YEMP, IS EMPLOYER 09 A MILITARY EMPLOYER (ROS ITEM)",YEMP_MILFLAG09
559,R2563300,1998,GROSS HH INCOME IN PAST YEAR,CV_INCOME_GROSS_YR
560,R2568001,1998,HOURS WORKED PER WEEK AT JOB 01,CV_HRS_PER_WEEK01
561,R2568002,1998,HOURS WORKED PER WEEK AT JOB 02,CV_HRS_PER_WEEK02
562,R2568003,1998,HOURS WORKED PER WEEK AT JOB 03,CV_HRS_PER_WEEK03
563,R2568004,1998,HOURS WORKED PER WEEK AT JOB 04,CV_HRS_PER_WEEK04
564,R2568005,1998,HOURS WORKED PER WEEK AT JOB 05,CV_HRS_PER_WEEK05
565,R2568006,1998,HOURS WORKED PER WEEK AT JOB 06,CV_HRS_PER_WEEK06
566,R2568007,1998,HOURS WORKED PER WEEK AT JOB 07,CV_HRS_PER_WEEK07
567,R2568008,1998,HOURS WORKED PER WEEK AT JOB 08,CV_HRS_PER_WEEK08
568,R2568009,1998,HOURS WORKED PER WEEK AT JOB 09,CV_HRS_PER_WEEK09
569,R2569300,1998,RS MARITAL/COHABIT STATUS,CV_MARSTAT
570,R2570100,1998,# BIO CHILDREN R HAS IN HOUSEHOLD,CV_BIO_CHILD_HH
571,R2600300,1998,ROUND 2 SAMPLING WEIGHT,SAMPLING_WEIGHT
572,R2600301,1998,ROUND 2 SAMPLING WEIGHT CUMULATIVE CASES METHOD,SAMPLING_WEIGHT_CC
573,R2600401,1998,ROUND 2 SAMPLING WEIGHT PANEL METHOD,SAMPLING_PANEL_WEIGHT
574,R3649900,1999,R RECEIVE INCOME FROM JOB IN PAST YEAR?,YINC-1400
575,R3650000,1999,"INCOME IN WAGES, SALARY, TIPS FROM REGULAR OR ODD JOBS?",YINC-1500
576,R3650100,1999,R RECEIVE INCOME? (REFUSE),YINC-1600
577,R3650200,1999,TOTAL INCOME FROM WAGES AND SALARY IN PAST YEAR,YINC-1700
578,R3650300,1999,ESTIMATED INCOME FROM WAGES AND SALARY IN PAST YEAR,YINC-1800
579,R3650900,1999,SPOUSE RECEIVE ANY INCOME FROM A JOB IN PAST YEAR?,YINC-2400
580,R3651100,1999,SPOUSES TOTAL INCOME FROM WAGES AND SALARY PAST YEAR,YINC-2600
581,R3651200,1999,ESTIMATED SPOUSES TOTAL INCOME FROM WAGES AND SALARY PAST YEAR,YINC-2700
582,R3664100,1999,R RECEIVE INCOME FROM JOB IN 1997,YINC-1400A
583,R3664200,1999,TOTAL INCOME FROM WAGES AND SALARY IN 1997,YINC-1700A
584,R3664300,1999,ESTIMATED INCOME FROM WAGES AND SALARY IN 1997,YINC-1800A
585,R3707300,1999,AMOUNT OF PARENTS OWN INCOME 1998,HIU-2
586,R3782800,1999,"YEMP, IS EMPLOYER 01 A MILITARY EMPLOYER (ROS ITEM)",YEMP_MILFLAG01
587,R3782900,1999,"YEMP, IS EMPLOYER 02 A MILITARY EMPLOYER (ROS ITEM)",YEMP_MILFLAG02
588,R3783000,1999,"YEMP, IS EMPLOYER 03 A MILITARY EMPLOYER (ROS ITEM)",YEMP_MILFLAG03
589,R3783100,1999,"YEMP, IS EMPLOYER 04 A MILITARY EMPLOYER (ROS ITEM)",YEMP_MILFLAG04
590,R3783200,1999,"YEMP, IS EMPLOYER 05 A MILITARY EMPLOYER (ROS ITEM)",YEMP_MILFLAG05
591,R3783300,1999,"YEMP, IS EMPLOYER 06 A MILITARY EMPLOYER (ROS ITEM)",YEMP_MILFLAG06
592,R3783400,1999,"YEMP, IS EMPLOYER 07 A MILITARY EMPLOYER (ROS ITEM)",YEMP_MILFLAG07
593,R3783500,1999,"YEMP, IS EMPLOYER 08 A MILITARY EMPLOYER (ROS ITEM)",YEMP_MILFLAG08
594,R3783600,1999,"YEMP, IS EMPLOYER 09 A MILITARY EMPLOYER (ROS ITEM)",YEMP_MILFLAG09
595,R3884900,1999,GROSS HH INCOME IN PAST YEAR,CV_INCOME_GROSS_YR
596,R3889701,1999,HOURS WORKED PER WEEK AT JOB 01,CV_HRS_PER_WEEK01
597,R3889702,1999,HOURS WORKED PER WEEK AT JOB 02,CV_HRS_PER_WEEK02
598,R3889703,1999,HOURS WORKED PER WEEK AT JOB 03,CV_HRS_PER_WEEK03
599,R3889704,1999,HOURS WORKED PER WEEK AT JOB 04,CV_HRS_PER_WEEK04
600,R3889705,1999,HOURS WORKED PER WEEK AT JOB 05,CV_HRS_PER_WEEK05
601,R3889706,1999,HOURS WORKED PER WEEK AT JOB 06,CV_HRS_PER_WEEK06
602,R3889707,1999,HOURS WORKED PER WEEK AT JOB 07,CV_HRS_PER_WEEK07
603,R3889708,1999,HOURS WORKED PER WEEK AT JOB 08,CV_HRS_PER_WEEK08
604,R3889709,1999,HOURS WORKED PER WEEK AT JOB 09,CV_HRS_PER_WEEK09
605,R3891300,1999,RS MARITAL/COHABIT STATUS,CV_MARSTAT
606,R3892100,1999,# BIO CHILDREN R HAS IN HOUSEHOLD,CV_BIO_CHILD_HH
607,R3923700,1999,ROUND 3 SAMPLING WEIGHT,SAMPLING_WEIGHT
608,R3923701,1999,ROUND 3 SAMPLING WEIGHT CUMULATIVE CASES METHOD,SAMPLING_WEIGHT_CC
609,R3958500,1999,ROUND 3 PANEL WEIGHT,SAMPLING_PANEL_WEIGHT_R3
610,R3958501,1999,ROUND 3 PANEL WEIGHT,SAMPLING_PANEL_WEIGHT
611,R5098600,2000,R RECEIVE INCOME FROM JOB IN PAST YEAR?,YINC-1400
612,R5098700,2000,"INCOME IN WAGES, SALARY, TIPS FROM REGULAR OR ODD JOBS?",YINC-1500
613,R5098800,2000,R RECEIVE INCOME? (REFUSE),YINC-1600
614,R5098900,2000,TOTAL INCOME FROM WAGES AND SALARY IN PAST YEAR,YINC-1700
615,R5099000,2000,ESTIMATED INCOME FROM WAGES AND SALARY IN PAST YEAR,YINC-1800
616,R5099600,2000,SPOUSE RECEIVE ANY INCOME FROM A JOB IN PAST YEAR?,YINC-2400
617,R5099800,2000,SPOUSES TOTAL INCOME FROM WAGES AND SALARY PAST YEAR,YINC-2600
618,R5099900,2000,ESTIMATED SPOUSES TOTAL INCOME FROM WAGES AND SALARY PAST YEAR,YINC-2700
619,R5113200,2000,R RECEIVE INCOME FROM JOB IN 1998,YINC-1400A
620,R5113300,2000,TOTAL INCOME FROM WAGES AND SALARY IN 1998,YINC-1700A
621,R5113400,2000,ESTIMATED INCOME FROM WAGES AND SALARY IN 1998,YINC-1800A
622,R5164800,2000,AMOUNT OF PARENTS OWN INCOME 1999,HIU-2
623,R5305200,2000,"YEMP, IS EMPLOYER 01 A MILITARY EMPLOYER (ROS ITEM)",YEMP_MILFLAG01
624,R5305300,2000,"YEMP, IS EMPLOYER 02 A MILITARY EMPLOYER (ROS ITEM)",YEMP_MILFLAG02
625,R5305400,2000,"YEMP, IS EMPLOYER 03 A MILITARY EMPLOYER (ROS ITEM)",YEMP_MILFLAG03
626,R5305500,2000,"YEMP, IS EMPLOYER 04 A MILITARY EMPLOYER (ROS ITEM)",YEMP_MILFLAG04
627,R5305600,2000,"YEMP, IS EMPLOYER 05 A MILITARY EMPLOYER (ROS ITEM)",YEMP_MILFLAG05
628,R5305700,2000,"YEMP, IS EMPLOYER 06 A MILITARY EMPLOYER (ROS ITEM)",YEMP_MILFLAG06
629,R5305800,2000,"YEMP, IS EMPLOYER 07 A MILITARY EMPLOYER (ROS ITEM)",YEMP_MILFLAG07
630,R5305900,2000,"YEMP, IS EMPLOYER 08 A MILITARY EMPLOYER (ROS ITEM)",YEMP_MILFLAG08
631,R5306000,2000,"YEMP, IS EMPLOYER 09 A MILITARY EMPLOYER (ROS ITEM)",YEMP_MILFLAG09
632,R5464100,2000,GROSS HH INCOME IN PAST YEAR,CV_INCOME_GROSS_YR
633,R5471801,2000,HOURS WORKED PER WEEK AT JOB 01,CV_HRS_PER_WEEK01
634,R5471802,2000,HOURS WORKED PER WEEK AT JOB 02,CV_HRS_PER_WEEK02
635,R5471803,2000,HOURS WORKED PER WEEK AT JOB 03,CV_HRS_PER_WEEK03
636,R5471804,2000,HOURS WORKED PER WEEK AT JOB 04,CV_HRS_PER_WEEK04
637,R5471805,2000,HOURS WORKED PER WEEK AT JOB 05,CV_HRS_PER_WEEK05
638,R5471806,2000,HOURS WORKED PER WEEK AT JOB 06,CV_HRS_PER_WEEK06
639,R5471807,2000,HOURS WORKED PER WEEK AT JOB 07,CV_HRS_PER_WEEK07
640,R5471808,2000,HOURS WORKED PER WEEK AT JOB 08,CV_HRS_PER_WEEK08
641,R5471809,2000,HOURS WORKED PER WEEK AT JOB 09,CV_HRS_PER_WEEK09
642,R5473300,2000,RS MARITAL/COHABIT STATUS,CV_MARSTAT
643,R5474100,2000,# BIO CHILDREN R HAS IN HOUSEHOLD,CV_BIO_CHILD_HH
644,R5510600,2000,ROUND 4 SAMPLING WEIGHT CUMULATIVE CASES METHOD,SAMPLING_WEIGHT_CC
645,R5510700,2000,ROUND 4 SAMPLING WEIGHT PANEL METHOD,SAMPLING_PANEL_WEIGHT
646,R5528900,2000,RS EMPLOYMENT STATUS RECODE,CV_ESR
647,R5529000,2000,RS COLLAPSED EMPLOYMENT STATUS RECODE,CV_ESR_COLLAPSED
648,R6827200,2001,R RECEIVE INCOME FROM JOB IN PAST YEAR?,YINC-1400
649,R6827300,2001,"INCOME IN WAGES, SALARY, TIPS FROM REGULAR OR ODD JOBS?",YINC-1500
650,R6827400,2001,R RECEIVE INCOME? (REFUSE),YINC-1600
651,R6827500,2001,TOTAL INCOME FROM WAGES AND SALARY IN PAST YEAR,YINC-1700
652,R6827600,2001,ESTIMATED INCOME FROM WAGES AND SALARY IN PAST YEAR,YINC-1800
653,R6828200,2001,SPOUSE RECEIVE ANY INCOME FROM A JOB IN PAST YEAR?,YINC-2400
654,R6828400,2001,SPOUSES TOTAL INCOME FROM WAGES AND SALARY PAST YEAR,YINC-2600
655,R6828500,2001,ESTIMATED SPOUSES TOTAL INCOME FROM WAGES AND SALARY PAST YEAR,YINC-2700
656,R6841900,2001,R RECEIVE INCOME FROM JOB IN 1999,YINC-1400A
657,R6842000,2001,TOTAL INCOME FROM WAGES AND SALARY IN 1999,YINC-1700A
658,R6842100,2001,ESTIMATED INCOME FROM WAGES AND SALARY IN 1999,YINC-1800A
659,R6893100,2001,AMOUNT OF PARENTS OWN INCOME 2000,HIU-2
660,R7047000,2001,"YEMP, IS EMPLOYER 01 A MILITARY EMPLOYER (ROS ITEM)",YEMP_MILFLAG01
661,R7047100,2001,"YEMP, IS EMPLOYER 02 A MILITARY EMPLOYER (ROS ITEM)",YEMP_MILFLAG02
662,R7047200,2001,"YEMP, IS EMPLOYER 03 A MILITARY EMPLOYER (ROS ITEM)",YEMP_MILFLAG03
663,R7047300,2001,"YEMP, IS EMPLOYER 04 A MILITARY EMPLOYER (ROS ITEM)",YEMP_MILFLAG04
664,R7047400,2001,"YEMP, IS EMPLOYER 05 A MILITARY EMPLOYER (ROS ITEM)",YEMP_MILFLAG05
665,R7047500,2001,"YEMP, IS EMPLOYER 06 A MILITARY EMPLOYER (ROS ITEM)",YEMP_MILFLAG06
666,R7047600,2001,"YEMP, IS EMPLOYER 07 A MILITARY EMPLOYER (ROS ITEM)",YEMP_MILFLAG07
667,R7047700,2001,"YEMP, IS EMPLOYER 08 A MILITARY EMPLOYER (ROS ITEM)",YEMP_MILFLAG08
668,R7227800,2001,GROSS HH INCOME IN PAST YEAR,CV_INCOME_GROSS_YR
669,R7235601,2001,HOURS WORKED PER WEEK AT JOB 01,CV_HRS_PER_WEEK01
670,R7235602,2001,HOURS WORKED PER WEEK AT JOB 02,CV_HRS_PER_WEEK02
671,R7235603,2001,HOURS WORKED PER WEEK AT JOB 03,CV_HRS_PER_WEEK03
672,R7235604,2001,HOURS WORKED PER WEEK AT JOB 04,CV_HRS_PER_WEEK04
673,R7235605,2001,HOURS WORKED PER WEEK AT JOB 05,CV_HRS_PER_WEEK05
674,R7235606,2001,HOURS WORKED PER WEEK AT JOB 06,CV_HRS_PER_WEEK06
675,R7235607,2001,HOURS WORKED PER WEEK AT JOB 07,CV_HRS_PER_WEEK07
676,R7235608,2001,HOURS WORKED PER WEEK AT JOB 08,CV_HRS_PER_WEEK08
677,R7237000,2001,RS MARITAL/COHABIT STATUS,CV_MARSTAT
678,R7237800,2001,# BIO CHILDREN R HAS IN HOUSEHOLD,CV_BIO_CHILD_HH
679,R7274200,2001,ROUND 5 SAMPLING WEIGHT CUMULATIVE CASES METHOD,SAMPLING_WEIGHT_CC
680,R7274300,2001,ROUND 5 SAMPLING WEIGHT PANEL METHOD,SAMPLING_PANEL_WEIGHT
681,S1055500,2002,R RECEIVE INCOME FROM JOB IN PAST YEAR?,YINC-1400
682,S1055600,2002,"INCOME IN WAGES, SALARY, TIPS FROM REGULAR OR ODD JOBS?",YINC-1500
683,S1055700,2002,R RECEIVE INCOME? (REFUSE),YINC-1600
684,S1055800,2002,TOTAL INCOME FROM WAGES AND SALARY IN PAST YEAR,YINC-1700
685,S1055900,2002,ESTIMATED INCOME FROM WAGES AND SALARY IN PAST YEAR,YINC-1800
686,S1056800,2002,SPOUSE RECEIVE ANY INCOME FROM A JOB IN PAST YEAR?,YINC-2400
687,S1057000,2002,SPOUSES TOTAL INCOME FROM WAGES AND SALARY PAST YEAR,YINC-2600
688,S1057100,2002,ESTIMATED SPOUSES TOTAL INCOME FROM WAGES AND SALARY PAST YEAR,YINC-2700
689,S1070400,2002,R RECEIVE INCOME FROM JOB PRIOR TO DLI?,YINC-1400A
690,S1070500,2002,TOTAL INCOME FROM WAGES AND SALARY PRIOR TO DLI,YINC-1700A
691,S1070600,2002,ESTIMATED INCOME FROM WAGES AND SALARY PRIOR TO DLI,YINC-1800A
692,S1516100,2002,"YEMP, IS EMPLOYER 01 A MILITARY EMPLOYER (ROS ITEM)",YEMP_MILFLAG01
693,S1516200,2002,"YEMP, IS EMPLOYER 02 A MILITARY EMPLOYER (ROS ITEM)",YEMP_MILFLAG02
694,S1516300,2002,"YEMP, IS EMPLOYER 03 A MILITARY EMPLOYER (ROS ITEM)",YEMP_MILFLAG03
695,S1516400,2002,"YEMP, IS EMPLOYER 04 A MILITARY EMPLOYER (ROS ITEM)",YEMP_MILFLAG04
696,S1516500,2002,"YEMP, IS EMPLOYER 05 A MILITARY EMPLOYER (ROS ITEM)",YEMP_MILFLAG05
697,S1516600,2002,"YEMP, IS EMPLOYER 06 A MILITARY EMPLOYER (ROS ITEM)",YEMP_MILFLAG06
698,S1516700,2002,"YEMP, IS EMPLOYER 07 A MILITARY EMPLOYER (ROS ITEM)",YEMP_MILFLAG07
699,S1516800,2002,"YEMP, IS EMPLOYER 08 A MILITARY EMPLOYER (ROS ITEM)",YEMP_MILFLAG08
700,S1516900,2002,"YEMP, IS EMPLOYER 09 A MILITARY EMPLOYER (ROS ITEM)",YEMP_MILFLAG09
701,S1517000,2002,"YEMP, IS EMPLOYER 10 A MILITARY EMPLOYER (ROS ITEM)",YEMP_MILFLAG10
702,S1517100,2002,"YEMP, IS EMPLOYER 11 A MILITARY EMPLOYER (ROS ITEM)",YEMP_MILFLAG11
703,S1541700,2002,GROSS HH INCOME IN PAST YEAR,CV_INCOME_GROSS_YR
704,S1550401,2002,HOURS WORKED PER WEEK AT JOB 01,CV_HRS_PER_WEEK01
705,S1550402,2002,HOURS WORKED PER WEEK AT JOB 02,CV_HRS_PER_WEEK02
706,S1550403,2002,HOURS WORKED PER WEEK AT JOB 03,CV_HRS_PER_WEEK03
707,S1550404,2002,HOURS WORKED PER WEEK AT JOB 04,CV_HRS_PER_WEEK04
708,S1550405,2002,HOURS WORKED PER WEEK AT JOB 05,CV_HRS_PER_WEEK05
709,S1550406,2002,HOURS WORKED PER WEEK AT JOB 06,CV_HRS_PER_WEEK06
710,S1550407,2002,HOURS WORKED PER WEEK AT JOB 07,CV_HRS_PER_WEEK07
711,S1550408,2002,HOURS WORKED PER WEEK AT JOB 08,CV_HRS_PER_WEEK08
712,S1550409,2002,HOURS WORKED PER WEEK AT JOB 09,CV_HRS_PER_WEEK09
713,S1550410,2002,HOURS WORKED PER WEEK AT JOB 10,CV_HRS_PER_WEEK10
714,S1550411,2002,HOURS WORKED PER WEEK AT JOB 11,CV_HRS_PER_WEEK11
715,S1552200,2002,RS MARITAL/COHABIT STATUS,CV_MARSTAT
716,S1553100,2002,# BIO CHILDREN R HAS IN HOUSEHOLD,CV_BIO_CHILD_HH
717,S1598100,2002,ROUND 6 SAMPLING WEIGHT CUMULATIVE CASES METHOD,SAMPLING_WEIGHT_CC
718,S1598200,2002,ROUND 6 SAMPLING WEIGHT PANEL METHOD,SAMPLING_PANEL_WEIGHT
719,S1601900,2002,"YEMP, TYPE OF BUS OR INDUSTRY CODE (2002 CENSUS 4-DIGIT) 01 (ROS ITEM)",YEMP_INDCODE-200201
720,S1602000,2002,"YEMP, TYPE OF BUS OR INDUSTRY CODE (2002 CENSUS 4-DIGIT) 02 (ROS ITEM)",YEMP_INDCODE-200202
721,S1602100,2002,"YEMP, TYPE OF BUS OR INDUSTRY CODE (2002 CENSUS 4-DIGIT) 03 (ROS ITEM)",YEMP_INDCODE-200203
722,S1602200,2002,"YEMP, TYPE OF BUS OR INDUSTRY CODE (2002 CENSUS 4-DIGIT) 04 (ROS ITEM)",YEMP_INDCODE-200204
723,S1602300,2002,"YEMP, TYPE OF BUS OR INDUSTRY CODE (2002 CENSUS 4-DIGIT) 05 (ROS ITEM)",YEMP_INDCODE-200205
724,S1602400,2002,"YEMP, TYPE OF BUS OR INDUSTRY CODE (2002 CENSUS 4-DIGIT) 06 (ROS ITEM)",YEMP_INDCODE-200206
725,S1602500,2002,"YEMP, TYPE OF BUS OR INDUSTRY CODE (2002 CENSUS 4-DIGIT) 07 (ROS ITEM)",YEMP_INDCODE-200207
726,S1602600,2002,"YEMP, TYPE OF BUS OR INDUSTRY CODE (2002 CENSUS 4-DIGIT) 08 (ROS ITEM)",YEMP_INDCODE-200208
727,S1602700,2002,"YEMP, TYPE OF BUS OR INDUSTRY CODE (2002 CENSUS 4-DIGIT) 09 (ROS ITEM)",YEMP_INDCODE-200209
728,S1602800,2002,"YEMP, TYPE OF BUS OR INDUSTRY CODE (2002 CENSUS 4-DIGIT) 10 (ROS ITEM)",YEMP_INDCODE-200210
729,S1602900,2002,"YEMP, TYPE OF BUS OR INDUSTRY CODE (2002 CENSUS 4-DIGIT) 11 (ROS ITEM)",YEMP_INDCODE-200211
730,S1603000,2002,"YEMP, RS OCCUPATION/JOB CODE (2002 CENSUS 4-DIGIT) 01 (ROS ITEM)",YEMP_OCCODE-200201
731,S1603100,2002,"YEMP, RS OCCUPATION/JOB CODE (2002 CENSUS 4-DIGIT) 02 (ROS ITEM)",YEMP_OCCODE-200202
732,S1603200,2002,"YEMP, RS OCCUPATION/JOB CODE (2002 CENSUS 4-DIGIT) 03 (ROS ITEM)",YEMP_OCCODE-200203
733,S1603300,2002,"YEMP, RS OCCUPATION/JOB CODE (2002 CENSUS 4-DIGIT) 04 (ROS ITEM)",YEMP_OCCODE-200204
734,S1603400,2002,"YEMP, RS OCCUPATION/JOB CODE (2002 CENSUS 4-DIGIT) 05 (ROS ITEM)",YEMP_OCCODE-200205
735,S1603500,2002,"YEMP, RS OCCUPATION/JOB CODE (2002 CENSUS 4-DIGIT) 06 (ROS ITEM)",YEMP_OCCODE-200206
736,S1603600,2002,"YEMP, RS OCCUPATION/JOB CODE (2002 CENSUS 4-DIGIT) 07 (ROS ITEM)",YEMP_OCCODE-200207
737,S1603700,2002,"YEMP, RS OCCUPATION/JOB CODE (2002 CENSUS 4-DIGIT) 08 (ROS ITEM)",YEMP_OCCODE-200208
738,S1603800,2002,"YEMP, RS OCCUPATION/JOB CODE (2002 CENSUS 4-DIGIT) 09 (ROS ITEM)",YEMP_OCCODE-200209
739,S1603900,2002,"YEMP, RS OCCUPATION/JOB CODE (2002 CENSUS 4-DIGIT) 10 (ROS ITEM)",YEMP_OCCODE-200210
740,S1604000,2002,"YEMP, RS OCCUPATION/JOB CODE (2002 CENSUS 4-DIGIT) 11 (ROS ITEM)",YEMP_OCCODE-200211
741,S2011500,2003,GROSS HH INCOME IN PAST YEAR,CV_INCOME_GROSS_YR
742,S2020301,2003,HOURS WORKED PER WEEK AT JOB 01,CV_HRS_PER_WEEK01
743,S2020302,2003,HOURS WORKED PER WEEK AT JOB 02,CV_HRS_PER_WEEK02
744,S2020303,2003,HOURS WORKED PER WEEK AT JOB 03,CV_HRS_PER_WEEK03
745,S2020304,2003,HOURS WORKED PER WEEK AT JOB 04,CV_HRS_PER_WEEK04
746,S2020305,2003,HOURS WORKED PER WEEK AT JOB 05,CV_HRS_PER_WEEK05
747,S2020306,2003,HOURS WORKED PER WEEK AT JOB 06,CV_HRS_PER_WEEK06
748,S2020307,2003,HOURS WORKED PER WEEK AT JOB 07,CV_HRS_PER_WEEK07
749,S2020308,2003,HOURS WORKED PER WEEK AT JOB 08,CV_HRS_PER_WEEK08
750,S2020309,2003,HOURS WORKED PER WEEK AT JOB 09,CV_HRS_PER_WEEK09
751,S2020310,2003,HOURS WORKED PER WEEK AT JOB 10,CV_HRS_PER_WEEK10
752,S2022000,2003,RS MARITAL/COHABIT STATUS,CV_MARSTAT
753,S2022700,2003,# BIO CHILDREN R HAS IN HOUSEHOLD,CV_BIO_CHILD_HH
754,S2067000,2003,ROUND 7 SAMPLING WEIGHT CUMULATIVE CASES METHOD,SAMPLING_WEIGHT_CC
